Year,Survey_Date,Club,Club_Code,Last_Name,First_Name,Position,Base_Salary,Guaranteed_Compensation
2014,4/1/2014,Borja,NA,Carlos,,D,52313,52313
2014,4/1/2014,CHI,CHI,Alex,,M,123750,133700
2014,4/1/2014,CHI,CHI,Amarikwa,Quincy,F,60000,60000
2014,4/1/2014,CHI,CHI,Anangono Juan,Luis,F,175000,175000
2014,4/1/2014,CHI,CHI,Barouch,Orr,F,48825,48825
2014,4/1/2014,CHI,CHI,Cochrane,Greg,D,48500,48500
2014,4/1/2014,CHI,CHI,Duka,Dilaver,M,165000,190000
2014,4/1/2014,CHI,CHI,Franco,Marco,D,36500,36500
2014,4/1/2014,CHI,CHI,Gentile,Giuseppe,F,48500,48500
2014,4/1/2014,CHI,CHI,Hurtado Jhon,Kennedy,D,210000,210000
2014,4/1/2014,CHI,CHI,Ianni,Patrick,D,150000,150000
2014,4/1/2014,CHI,CHI,Johnson,Sean,GK,250000,253000
2014,4/1/2014,CHI,CHI,Joya,Benji,M,48504,53504
2014,4/1/2014,CHI,CHI,Jumper,Hunter,D,48500,48500
2014,4/1/2014,CHI,CHI,Kann,Alec,GK,48500,48500
2014,4/1/2014,CHI,CHI,Kinney,Steven,D,48825,48825
2014,4/1/2014,CHI,CHI,Larentowicz,Jeff,D,245000,251000
2014,4/1/2014,CHI,CHI,Magee,Mike,F,350000,417500
2014,4/1/2014,CHI,CHI,Nyarko,Patrick,F,265000,284500
2014,4/1/2014,CHI,CHI,Palmer,Lovel,M,82500,87000
2014,4/1/2014,CHI,CHI,Pause,Logan,M,75000,75000
2014,4/1/2014,CHI,CHI,Pineda,Victor,M,60000,66742
2014,4/1/2014,CHI,CHI,Reynish,Kyle,GK,74000,78317
2014,4/1/2014,CHI,CHI,Ritter,Chris,M,48500,48500
2014,4/1/2014,CHI,CHI,Segares,Gonzalo,D,160000,173333
2014,4/1/2014,CHI,CHI,Shipp,Harrison,F,70000,95000
2014,4/1/2014,CHI,CHI,Soumare,Bakary,D,330000,370000
2014,4/1/2014,CHI,CHI,Ward,Grant,F,48500,48500
2014,4/1/2014,CHI,CHI,Watson,Matt,M,71663,82665
2014,4/1/2014,CHV,CHV,Alvarez,Carlos,M,73150,108150
2014,4/1/2014,CHV,CHV,Avila,Eric,M,115000,135000
2014,4/1/2014,CHV,CHV,Barrera,Leandro,F,50000,50000
2014,4/1/2014,CHV,CHV,Bautista,Adolfo,F,150000,150000
2014,4/1/2014,CHV,CHV,Bocanegra,Carlos,D,300000,333333
2014,4/1/2014,CHV,CHV,Burling,Bobby,D,115000,122500
2014,4/1/2014,CHV,CHV,Calvert,Caleb,F,55000,62500
2014,4/1/2014,CHV,CHV,Correa Jose,Erick,F,70000,70000
2014,4/1/2014,CHV,CHV,Delgado,Marco,M,75000,77500
2014,4/1/2014,CHV,CHV,Farfan,Gabriel,M,115000,115000
2014,4/1/2014,CHV,CHV,Fondy,Matthew,F,48825,48825
2014,4/1/2014,CHV,CHV,Fragoso,Daniel,M,125000,125000
2014,4/1/2014,CHV,CHV,Jean-Baptiste,Andrew,D,80000,95000
2014,4/1/2014,CHV,CHV,Kennedy,Dan,GK,211750,213417
2014,4/1/2014,CHV,CHV,Lochhead,Tony,D,125000,125000
2014,4/1/2014,CHV,CHV,Martin,Lyle,D/F,48500,49250
2014,4/1/2014,CHV,CHV,McNamara,Thomas,M,48500,60000
2014,4/1/2014,CHV,CHV,Melia,Tim,GK,70000,75000
2014,4/1/2014,CHV,CHV,Minda,Oswaldo,M,150000,168750
2014,4/1/2014,CHV,CHV,Moore,Luke,F,120000,128333
2014,4/1/2014,CHV,CHV,Nwiloh,Michael,D,36504,36504
2014,4/1/2014,CHV,CHV,Pelletieri,Agustin,M,90000,90000
2014,4/1/2014,CHV,CHV,Ribeiro,Andrew,D,36500,36500
2014,4/1/2014,CHV,CHV,Rosales,Mauro,M,450000,450000
2014,4/1/2014,CHV,CHV,Spangenberg,Trevor,GK,36504,36504
2014,4/1/2014,CHV,CHV,Toia,Donny,D,36500,36500
2014,4/1/2014,CHV,CHV,Torres,Erick,F,152004,152004
2014,4/1/2014,CHV,CHV,Tyrpak,Kristopher,F,36504,36504
2014,4/1/2014,CHV,CHV,Zavaleta,Eriq,F,75000,105600
2014,4/1/2014,CLB,CLB,Anor,Bernardo,M,48825,48825
2014,4/1/2014,CLB,CLB,Arrieta,Jairo,F,135000,135000
2014,4/1/2014,CLB,CLB,Baiden,Kingsley,M,36504,36504
2014,4/1/2014,CLB,CLB,Barson,Chad,D,48825,48825
2014,4/1/2014,CLB,CLB,Bedell,Adam,F,36504,36504
2014,4/1/2014,CLB,CLB,Clark,Steven,GK,135000,138333
2014,4/1/2014,CLB,CLB,Finlay,Ethan,F,50848,65848
2014,4/1/2014,CLB,CLB,Finley,Ryan,F,51150,78650
2014,4/1/2014,CLB,CLB,Francis,Waylon,D,125000,153875
2014,4/1/2014,CLB,CLB,Friedman,Ross,D,36500,36500
2014,4/1/2014,CLB,CLB,Gehrig,Eric,M,48825,48825
2014,4/1/2014,CLB,CLB,George,Kevan,M,48825,48825
2014,4/1/2014,CLB,CLB,Gonzalez,Giancarlo,D,176000,243750
2014,4/1/2014,CLB,CLB,Higuain,Federico,M/F,580000,744000
2014,4/1/2014,CLB,CLB,Jimenez,Hector,M,75000,75000
2014,4/1/2014,CLB,CLB,Lampson,Matt,GK,48825,48825
2014,4/1/2014,CLB,CLB,Meram,Justin,F,67452,91827
2014,4/1/2014,CLB,CLB,Oduro,Dominic,F,250000,251667
2014,4/1/2014,CLB,CLB,Paladini,Daniel,M,75000,76667
2014,4/1/2014,CLB,CLB,Parkhurst,Michael,D,275000,300000
2014,4/1/2014,CLB,CLB,Schoenfeld,Aaron,F,48825,48825
2014,4/1/2014,CLB,CLB,Speas,Ben,F,65100,65100
2014,4/1/2014,CLB,CLB,Stuver,Brad,GK,48500,48500
2014,4/1/2014,CLB,CLB,Sweat,Ben,D,48500,48500
2014,4/1/2014,CLB,CLB,Tchani,Tony,M,150000,175000
2014,4/1/2014,CLB,CLB,Trapp,Wil,M,125000,152000
2014,4/1/2014,CLB,CLB,Viana,Agustin,D/M,115000,141667
2014,4/1/2014,CLB,CLB,Wahl,Tyson,D,85000,89667
2014,4/1/2014,CLB,CLB,Walker,Matt,M,36500,36500
2014,4/1/2014,CLB,CLB,Wiet,Matt,D,48500,48500
2014,4/1/2014,CLB,CLB,Williams,Josh,D,125000,125000
2014,4/1/2014,COL,COL,Berner,John,GK,36500,36500
2014,4/1/2014,COL,COL,Brown,Deshorn,F,75000,123000
2014,4/1/2014,COL,COL,Buddle,Edson,F,325000,325000
2014,4/1/2014,COL,COL,Burch,Marc,D,85000,85000
2014,4/1/2014,COL,COL,Chavez,Marvin,M,200000,200000
2014,4/1/2014,COL,COL,Eloundou,Charles,F,48825,53825
2014,4/1/2014,COL,COL,Griffiths,Brenton,D,36500,36500
2014,4/1/2014,COL,COL,Hairston,Marlon,M,70000,93000
2014,4/1/2014,COL,COL,Hill,Kamani,M,48825,48825
2014,4/1/2014,COL,COL,Irwin,Clint,GK,75000,87000
2014,4/1/2014,COL,COL,Klute,Chris,D,75000,80144
2014,4/1/2014,COL,COL,LaBrocca,Nick,M,135000,153333
2014,4/1/2014,COL,COL,Mari,Jose,M/D,230000,261000
2014,4/1/2014,COL,COL,Moor,Drew,D,235000,247000
2014,4/1/2014,COL,COL,Mullan,Brian,M,48500,48500
2014,4/1/2014,COL,COL,Mwanga,Danny,F,130000,171250
2014,4/1/2014,COL,COL,Nasco,Joe,GK,50000,52694
2014,4/1/2014,COL,COL,O'Neill,Shane,M,56250,67750
2014,4/1/2014,COL,COL,Piermayr,Thomas,D,70008,74430
2014,4/1/2014,COL,COL,Powers,Dillon,M,95150,127650
2014,4/1/2014,COL,COL,Sanchez,Vincente,F,210000,286667
2014,4/1/2014,COL,COL,Serna,Dillon,M,52500,65500
2014,4/1/2014,COL,COL,Sturgis,Nathan,D/M,114000,120333
2014,4/1/2014,COL,COL,Torres,Gabriel,F,250000,262500
2014,4/1/2014,COL,COL,Van de Casteele,Grant,D,48500,60000
2014,4/1/2014,COL,COL,Watts,Jared,M,36500,36500
2014,4/1/2014,COL,COL,Wynne,Marvell,D,200000,285000
2014,4/1/2014,DAL,FCD,Acosta,Kellyn,M,55000,79000
2014,4/1/2014,DAL,FCD,Akindele,Tesho,F,48500,48500
2014,4/1/2014,DAL,FCD,Benitez,Jair,D,101250,101250
2014,4/1/2014,DAL,FCD,Castillo,Fabian,F,70000,76250
2014,4/1/2014,DAL,FCD,Diaz,Mauro,M,325000,411000
2014,4/1/2014,DAL,FCD,Escobar,Andres,F,625000,647000
2014,4/1/2014,DAL,FCD,Fernandez,Raul,GK,160000,247500
2014,4/1/2014,DAL,FCD,Garcia,Danny,M,55000,71000
2014,4/1/2014,DAL,FCD,Gonzalez,Jesse,GK,48500,48500
2014,4/1/2014,DAL,FCD,Hedges,Matt,D,120000,120000
2014,4/1/2014,DAL,FCD,Hernandez,Moises,D,48825,50450
2014,4/1/2014,DAL,FCD,Hollingshead,Ryan,M,48500,48500
2014,4/1/2014,DAL,FCD,Jacobson,Andrew,M,200000,212500
2014,4/1/2014,DAL,FCD,John,George,D,300000,326667
2014,4/1/2014,DAL,FCD,Keel,Stephen,D,48825,48825
2014,4/1/2014,DAL,FCD,Loyd,Zach,M,155000,176667
2014,4/1/2014,DAL,FCD,Luccin,Peter,M,75000,114333
2014,4/1/2014,DAL,FCD,Moffat,Adam,M,165000,176608
2014,4/1/2014,DAL,FCD,Pereira,Michel,M/D,120000,141500
2014,4/1/2014,DAL,FCD,Perez,Blas,F,335000,359250
2014,4/1/2014,DAL,FCD,Sanchez,Richard,GK,55000,72000
2014,4/1/2014,DAL,FCD,Seitz,Chris,GK,105000,105000
2014,4/1/2014,DAL,FCD,Span,Brian,M,48500,48500
2014,4/1/2014,DAL,FCD,Texeira,David,F,338000,338000
2014,4/1/2014,DAL,FCD,Thomas,Hendry,M,180000,180000
2014,4/1/2014,DAL,FCD,Top,Jonathan,F,36500,36500
2014,4/1/2014,DAL,FCD,Ulloa,Victor,M,36504,36504
2014,4/1/2014,DAL,FCD,Walker,Nick,D,36500,36500
2014,4/1/2014,DAL,FCD,Watson,JeVaughn,M,110000,126875
2014,4/1/2014,DAL,FCD,Zimmerman,Walker,D,80000,160100
2014,4/1/2014,DC,DC,Arnaud,Davy,M,212500,212500
2014,4/1/2014,DC,DC,Attakora,Nana,D,62500,65576
2014,4/1/2014,DC,DC,Birnbaum,Steven,D,55000,85000
2014,4/1/2014,DC,DC,Boswell,Bobby,D,231000,231000
2014,4/1/2014,DC,DC,Caskey,Alex,M,48825,48825
2014,4/1/2014,DC,DC,DeLeon,Nick,M,85690,120690
2014,4/1/2014,DC,DC,Doyle,Conor,F,48500,49750
2014,4/1/2014,DC,DC,Dykstra,Andrew,GK,48825,48825
2014,4/1/2014,DC,DC,Espindola,Fabian,F,150000,150000
2014,4/1/2014,DC,DC,Fernandez,Christian,D,170000,181688
2014,4/1/2014,DC,DC,Francois,Christiano,F,36500,36500
2014,4/1/2014,DC,DC,Franklin,Sean,D,275000,298333
2014,4/1/2014,DC,DC,Hamid,Bill,GK,100000,114750
2014,4/1/2014,DC,DC,Jeffrey,Jared,M,65000,71200
2014,4/1/2014,DC,DC,Johnson,Eddie,F,505000,613333
2014,4/1/2014,DC,DC,Kemp,Taylor,D,36504,36504
2014,4/1/2014,DC,DC,Kitchen,Perry,D,143500,228950
2014,4/1/2014,DC,DC,Korb,Chris,D,90000,97298
2014,4/1/2014,DC,DC,Martin,Collin,M,55000,69167
2014,4/1/2014,DC,DC,Neal,Lewis,M,100000,106441
2014,4/1/2014,DC,DC,Parke,Jeff,D,215000,226500
2014,4/1/2014,DC,DC,Pontius,Chris,M/F,350000,381000
2014,4/1/2014,DC,DC,Porter,Kyle,M,52313,60956
2014,4/1/2014,DC,DC,Robinson,Jalen,D,55000,67000
2014,4/1/2014,DC,DC,Rolfe,Chris,F,210000,225000
2014,4/1/2014,DC,DC,Seaton,Michael,F,48500,51500
2014,4/1/2014,DC,DC,Shanosky,Conor,D,36500,36500
2014,4/1/2014,DC,DC,Silva,Luis,M,99440,134440
2014,4/1/2014,DC,DC,Willis,Joe,GK,48825,48825
2014,4/1/2014,Gardner,NA,Joshua,,M,70000,70000
2014,4/1/2014,HOU,HOU,Arena,Anthony,D,36504,36504
2014,4/1/2014,HOU,HOU,Ashe,Corey,M,165000,174750
2014,4/1/2014,HOU,HOU,Barnes,Giles,M,230000,241158
2014,4/1/2014,HOU,HOU,Boniek Garcia,Oscar,F,199992,258742
2014,4/1/2014,HOU,HOU,Bruin,Will,F,135000,180000
2014,4/1/2014,HOU,HOU,Brunner,Eric,D,130000,130625
2014,4/1/2014,HOU,HOU,Carrasco,Servando,M,48825,48825
2014,4/1/2014,HOU,HOU,Cascio,Tony,M,71390,105140
2014,4/1/2014,HOU,HOU,Clark,Ricardo,M,288000,321750
2014,4/1/2014,HOU,HOU,Cochran,AJ,D,57500,73500
2014,4/1/2014,HOU,HOU,Creavalle,Warren,D,90000,100500
2014,4/1/2014,HOU,HOU,Cummings,Omar,F,250000,264000
2014,4/1/2014,HOU,HOU,Davis,Brad,M,345000,392063
2014,4/1/2014,HOU,HOU,Deric,Tyler,GK,90000,97667
2014,4/1/2014,HOU,HOU,Driver,Andrew,M,130000,144583
2014,4/1/2014,HOU,HOU,Hall,Tally,GK,200000,213500
2014,4/1/2014,HOU,HOU,Horst,David,D,70000,72750
2014,4/1/2014,HOU,HOU,Johnson,Jason,F,80000,121000
2014,4/1/2014,HOU,HOU,Lisch,Michael,GK,36504,36504
2014,4/1/2014,HOU,HOU,Lopez,Alexander,M,90000,110000
2014,4/1/2014,HOU,HOU,Ownby,Brian,M,48825,48825
2014,4/1/2014,HOU,HOU,Salazar,Bryan,F,48825,49825
2014,4/1/2014,HOU,HOU,Sarkodie,Kofi,D,150000,195500
2014,4/1/2014,HOU,HOU,Sherrod,Mark,F,48504,48504
2014,4/1/2014,HOU,HOU,Taylor,Jermaine,D,185000,194500
2014,4/1/2014,KC,SKC,Besler,Matt,D,200000,200000
2014,4/1/2014,KC,SKC,Bieler,Claudio,F,225000,225000
2014,4/1/2014,KC,SKC,Collin,Aurelien,D,275000,281250
2014,4/1/2014,KC,SKC,Dovale,Toni,D,180000,185000
2014,4/1/2014,KC,SKC,Duke,Christian,D,36500,36500
2014,4/1/2014,KC,SKC,Dwyer,Dom,F,80000,92500
2014,4/1/2014,KC,SKC,Ellis,Kevin,D,48825,49575
2014,4/1/2014,KC,SKC,Feilhaber,Benny,M,325000,337188
2014,4/1/2014,KC,SKC,Gruenebaum,Andy,GK,85000,85000
2014,4/1/2014,KC,SKC,Joseph,Peterson,M,51150,51150
2014,4/1/2014,KC,SKC,Juliao,Igor,D,48500,48500
2014,4/1/2014,KC,SKC,Kempin,Jonathan,GK,70000,77083
2014,4/1/2014,KC,SKC,Kronberg,Eric,GK,120000,120000
2014,4/1/2014,KC,SKC,Lopez,Mikey,M,85000,157000
2014,4/1/2014,KC,SKC,Martinez,Alex,M,36504,36504
2014,4/1/2014,KC,SKC,Medranda,Jimmy,M,48504,48504
2014,4/1/2014,KC,SKC,Munoz,Victor,M,36504,36504
2014,4/1/2014,KC,SKC,Myers,Chance,D/M,160000,185000
2014,4/1/2014,KC,SKC,Nagamura,Paulo,M,220000,220000
2014,4/1/2014,KC,SKC,Olum,Lawrence,M/D,48825,48825
2014,4/1/2014,KC,SKC,Opara,Ike,D,97500,103750
2014,4/1/2014,KC,SKC,Palmer-Brown,Erik,D,48500,49000
2014,4/1/2014,KC,SKC,Peterson,Jacob,F,110000,114833
2014,4/1/2014,KC,SKC,Rosell,Oriol,M,150000,158750
2014,4/1/2014,KC,SKC,Saad,Soony,F,51150,51150
2014,4/1/2014,KC,SKC,Sapong,CJ,F,95000,112000
2014,4/1/2014,KC,SKC,Sinovic,Seth,M/D,125000,131750
2014,4/1/2014,KC,SKC,Zizzo,Sal,F,77000,91046
2014,4/1/2014,KC,SKC,Zusi,Graham,F/M,365000,398250
2014,4/1/2014,LA,LAG,DeLaGarza,AJ,D,135000,157500
2014,4/1/2014,LA,LAG,Donovan,Landon,F,4250000,4583333
2014,4/1/2014,LA,LAG,Dunivant,Todd,D,140000,160750
2014,4/1/2014,LA,LAG,Friend,Rob,F,85000,91000
2014,4/1/2014,LA,LAG,Garcia,Rafael,M,48825,48825
2014,4/1/2014,LA,LAG,Gargan,Dan,D,48500,48500
2014,4/1/2014,LA,LAG,Goncalves,Samuel,F,50000,50000
2014,4/1/2014,LA,LAG,Gonzalez,Omar,D,1000000,1250000
2014,4/1/2014,LA,LAG,Hoffman,Chandler,F,48500,48500
2014,4/1/2014,LA,LAG,Husidic,Baggio,M,90000,90000
2014,4/1/2014,LA,LAG,Ishizaki,Stefan,M,200000,213000
2014,4/1/2014,LA,LAG,Jamieson,Bradford,F,36500,36500
2014,4/1/2014,LA,LAG,Juninho,,M,325000,325000
2014,4/1/2014,LA,LAG,Keane,Robbie,F,4500000,4500000
2014,4/1/2014,LA,LAG,McBean,Jack,F,48500,48500
2014,4/1/2014,LA,LAG,Mendiola,Raul,F,36500,36500
2014,4/1/2014,LA,LAG,Meyer,Tommy,D,50848,64598
2014,4/1/2014,LA,LAG,Opare,Kofi,D,48500,48500
2014,4/1/2014,LA,LAG,Penedo,Jaime,GK,135000,138563
2014,4/1/2014,LA,LAG,Perk,Brian,GK,60000,63125
2014,4/1/2014,LA,LAG,Ribeiro Da Silva,Leonardo,D,105000,105000
2014,4/1/2014,LA,LAG,Riley,James,D,80000,80000
2014,4/1/2014,LA,LAG,Rogers,Robbie,F,160000,167500
2014,4/1/2014,LA,LAG,Rowe,Brian,GK,48825,48825
2014,4/1/2014,LA,LAG,Rugg,Charlie,F,48500,48500
2014,4/1/2014,LA,LAG,Sarvas,Marcelo,M,192500,192500
2014,4/1/2014,LA,LAG,Sorto,Oscar,D,48825,50700
2014,4/1/2014,LA,LAG,Venter,Kyle,D,48500,61000
2014,4/1/2014,LA,LAG,Villarreal,Joseph,M,48825,50700
2014,4/1/2014,LA,LAG,Walker,Kenney,M,48825,48825
2014,4/1/2014,LA,LAG,Zardes,Gyasi,F,125000,198000
2014,4/1/2014,MTL,MTL,Bernardello,Hernan,M,250008,250008
2014,4/1/2014,MTL,MTL,Bernier,Patrice,F/M,165000,205000
2014,4/1/2014,MTL,MTL,Brovsky,Jeb,M,115000,119000
2014,4/1/2014,MTL,MTL,Bush,Evan,GK,48825,48825
2014,4/1/2014,MTL,MTL,Camara,Hassoun,D/M,215000,226625
2014,4/1/2014,MTL,MTL,Crepeau,Maxime,GK,48500,48500
2014,4/1/2014,MTL,MTL,Di Vaio,Marco,F,1500000,2600000
2014,4/1/2014,MTL,MTL,Ferrari,Matteo,D,300000,355475
2014,4/1/2014,MTL,MTL,Gonzalez,Santiago,M/F,50000,50000
2014,4/1/2014,MTL,MTL,Lefevre,Wandrille,M,48500,48500
2014,4/1/2014,MTL,MTL,Mallace,Calum,M,50848,65848
2014,4/1/2014,MTL,MTL,Mapp,Justin,M,162250,174750
2014,4/1/2014,MTL,MTL,Martins,Felipe,M,160000,192500
2014,4/1/2014,MTL,MTL,McInerney,Jack,F,230000,294167
2014,4/1/2014,MTL,MTL,Messoudi,Zakaria,M,36504,36504
2014,4/1/2014,MTL,MTL,Miller,Eric,M/D,57500,68500
2014,4/1/2014,MTL,MTL,Nyassi,Sanna,M,147000,154625
2014,4/1/2014,MTL,MTL,Ouimette,Karl,D,48825,48825
2014,4/1/2014,MTL,MTL,Pearce,Heath,D,100000,100000
2014,4/1/2014,MTL,MTL,Perkins,Troy,GK,250000,271833
2014,4/1/2014,MTL,MTL,Rivas,Nelson,D,80004,80004
2014,4/1/2014,MTL,MTL,Rodriguez Adrian,Lopez,D,240000,291250
2014,4/1/2014,MTL,MTL,Romero,Andres,F,60000,60000
2014,4/1/2014,MTL,MTL,Smith,Blake,M,51150,84900
2014,4/1/2014,MTL,MTL,Tissot,Maxim,D,48500,48500
2014,4/1/2014,MTL,MTL,Warner,Collen,M/F,115500,143000
2014,4/1/2014,NE,NE,Alston,Kevin,D,125000,143333
2014,4/1/2014,NE,NE,Barnes,Darrius,D,80000,86667
2014,4/1/2014,NE,NE,Bengtson,Jerry,F,144000,150840
2014,4/1/2014,NE,NE,Bunbury,Teal,F,135000,233000
2014,4/1/2014,NE,NE,Caldwell,Scott,M,52313,59813
2014,4/1/2014,NE,NE,Davies,Charlie,F,75000,78941
2014,4/1/2014,NE,NE,Dorman,Andy,M,135000,135000
2014,4/1/2014,NE,NE,Fagundez,Diego,F,110000,137200
2014,4/1/2014,NE,NE,Farrell,Andrew,D,95000,176000
2014,4/1/2014,NE,NE,Goncalves,Jose,D,450000,479375
2014,4/1/2014,NE,NE,Imbongo,Dimitry,F,112500,122375
2014,4/1/2014,NE,NE,Knighton,Brad,GK,78100,80700
2014,4/1/2014,NE,NE,Kobayashi,Daigo,M,125000,136667
2014,4/1/2014,NE,NE,McCarthy,Stephen,M,101332,132582
2014,4/1/2014,NE,NE,Mullins,Patrick,F,70000,100000
2014,4/1/2014,NE,NE,Neumann,Stephen,M/F,65000,86250
2014,4/1/2014,NE,NE,Nguyen,Lee,M/F,175000,193750
2014,4/1/2014,NE,NE,Rowe,Kelyn,M,100000,181000
2014,4/1/2014,NE,NE,Sanchez,Jossimar,D,36504,36504
2014,4/1/2014,NE,NE,Sene,Saer,F,152145,163683
2014,4/1/2014,NE,NE,Shuttleworth,Robert,GK,90000,94500
2014,4/1/2014,NE,NE,Smith,Donnie,M,36500,36500
2014,4/1/2014,NE,NE,Soares,AJ,D,119180,159180
2014,4/1/2014,NE,NE,Soffner,Luis,GK,36500,36500
2014,4/1/2014,NE,NE,Sundly,Alec,M,36504,36504
2014,4/1/2014,NE,NE,Tierney,Chris,D/M,100000,103333
2014,4/1/2014,NE,NE,Woodbine,O'Brian,D,48825,52226
2014,4/1/2014,NY,NYRB,Akpan,Andre,F,48500,51333
2014,4/1/2014,NY,NYRB,Alexander,Eric,M,115000,128750
2014,4/1/2014,NY,NYRB,Bitolo,Ambroise,D,36500,36500
2014,4/1/2014,NY,NYRB,Bover,Ruben,M,36500,36500
2014,4/1/2014,NY,NYRB,Bustamante,Michael,M/D,48825,48825
2014,4/1/2014,NY,NYRB,Cahill,Tim,M,3500000,3625000
2014,4/1/2014,NY,NYRB,Castano,Santiago,GK,36500,36500
2014,4/1/2014,NY,NYRB,Christianson,Ian,M,48825,48825
2014,4/1/2014,NY,NYRB,Convey,Bobby,M,137500,147500
2014,4/1/2014,NY,NYRB,Duvall,Chris,D,36504,36504
2014,4/1/2014,NY,NYRB,Eckersley,Richard,D,255000,373333
2014,4/1/2014,NY,NYRB,Henry,Thierry,F,3750000,4350000
2014,4/1/2014,NY,NYRB,Kimura,Kosuke,D,105000,105000
2014,4/1/2014,NY,NYRB,Lade,Connor,D,57750,61963
2014,4/1/2014,NY,NYRB,Lozano,Armando,D,120000,130000
2014,4/1/2014,NY,NYRB,Luyindula,Peguy,F,90000,90000
2014,4/1/2014,NY,NYRB,McCarty,Dax,M,200000,242500
2014,4/1/2014,NY,NYRB,Meara,Ryan,GK,68250,69500
2014,4/1/2014,NY,NYRB,Miazga,Matt,D,65000,71250
2014,4/1/2014,NY,NYRB,Miller,Roy,M,200000,200000
2014,4/1/2014,NY,NYRB,Obekop,Marius,M,36500,41500
2014,4/1/2014,NY,NYRB,Olave,Jamison,D,280000,290000
2014,4/1/2014,NY,NYRB,Robles,Luis,GK,100000,125000
2014,4/1/2014,NY,NYRB,Sam,Lloyd,F,136500,136500
2014,4/1/2014,NY,NYRB,Sekagya,Ibrahim,D,190000,219000
2014,4/1/2014,NY,NYRB,Steele,Jonny,M,129996,134996
2014,4/1/2014,NY,NYRB,Stevenson,Eric,M,36504,36504
2014,4/1/2014,NY,NYRB,Wright-Phillips,Bradley,F,330000,372500
2014,4/1/2014,ORL,ORL,Alvarez,Yordany,M,48500,56000
2014,4/1/2014,ORL,ORL,Ceren,Darwin,M,50000,80438
2014,4/1/2014,ORL,ORL,Molino,Kevin,M,60000,71400
2014,4/1/2014,ORL,ORL,Redding,Tommy,D,36500,44000
2014,4/1/2014,PHI,PHI,Berry,Austin,D,86994,101994
2014,4/1/2014,PHI,PHI,Blake,Andre,GK,75000,113000
2014,4/1/2014,PHI,PHI,Bone,Corben,M,48825,51325
2014,4/1/2014,PHI,PHI,Carreiro,Fred,M,65460,65460
2014,4/1/2014,PHI,PHI,Carroll,Brian,M,185220,185220
2014,4/1/2014,PHI,PHI,Casey,Conor,F,192500,192500
2014,4/1/2014,PHI,PHI,Cruz,Danny,M,125000,131667
2014,4/1/2014,PHI,PHI,Daniel,Keon,M,88004,90892
2014,4/1/2014,PHI,PHI,Edu,Maurice,M,650000,650000
2014,4/1/2014,PHI,PHI,Fabinho,Fabinho,D,96000,100500
2014,4/1/2014,PHI,PHI,Fernandes,Leo,M,48500,48500
2014,4/1/2014,PHI,PHI,Gaddis,Raymon,D,52313,52313
2014,4/1/2014,PHI,PHI,Hernandez,Cristhian,M,72500,74375
2014,4/1/2014,PHI,PHI,Holt,Brian,GK,48500,48500
2014,4/1/2014,PHI,PHI,Hoppenot,Antoine,F,54450,54450
2014,4/1/2014,PHI,PHI,Lahoud,Michael,M,99000,102333
2014,4/1/2014,PHI,PHI,Le Toux,Sebastian,M,250000,262813
2014,4/1/2014,PHI,PHI,MacMath,Zac,GK,120000,120000
2014,4/1/2014,PHI,PHI,Maidana,Cristian,F,185000,198750
2014,4/1/2014,PHI,PHI,Marquez,Richard,D,36504,36504
2014,4/1/2014,PHI,PHI,McLaughlin,James,M,66000,75000
2014,4/1/2014,PHI,PHI,Nogueira,Vincent,M,330000,330000
2014,4/1/2014,PHI,PHI,Okugo,Amobi,M,145000,228000
2014,4/1/2014,PHI,PHI,Pfeffer,Zach,M,75000,85000
2014,4/1/2014,PHI,PHI,Ribeiro,Pedro,M,36504,36504
2014,4/1/2014,PHI,PHI,Valdes,Carlos,D,295000,295000
2014,4/1/2014,PHI,PHI,Wenger,Andrew,D/F,140000,242000
2014,4/1/2014,PHI,PHI,Wheeler,Aaron,F,48825,48825
2014,4/1/2014,PHI,PHI,White,Ethan,D,80000,80000
2014,4/1/2014,PHI,PHI,Williams,Sheanon,F,125000,130500
2014,4/1/2014,POOL,NA,Withrow,Daniel,GK,36504,36504
2014,4/1/2014,POR,POR,Alhassan,Kalif,M,120000,120000
2014,4/1/2014,POR,POR,Chara,Diego,M,170000,170000
2014,4/1/2014,POR,POR,Danso,Mamadou,D,87500,87500
2014,4/1/2014,POR,POR,Evans,Steven,M,48825,53825
2014,4/1/2014,POR,POR,Fernandez,Gaston,F,150000,150000
2014,4/1/2014,POR,POR,Fochive,George,M,36500,36500
2014,4/1/2014,POR,POR,Gallego,Bryan,D,36500,36750
2014,4/1/2014,POR,POR,Gleeson,Jake,GK,66000,69493
2014,4/1/2014,POR,POR,Harrington,Michael,M/D,125000,125000
2014,4/1/2014,POR,POR,Jewsbury,Jack,D,115000,132500
2014,4/1/2014,POR,POR,Johnson,Will,F,300000,325000
2014,4/1/2014,POR,POR,Kah Pa,Modou,D,240000,245000
2014,4/1/2014,POR,POR,Long,Aaron,M,36500,36500
2014,4/1/2014,POR,POR,McKenzie,Rauwshan,D,48825,48825
2014,4/1/2014,POR,POR,Nagbe,Darlington,M/F,250000,260000
2014,4/1/2014,POR,POR,Nanchoff,Michael,M,48825,48825
2014,4/1/2014,POR,POR,Paparatto,Norbeto,D,100000,100000
2014,4/1/2014,POR,POR,Peay,Taylor,D,36500,36500
