Year,Survey_Date,Club,Club_Code,Last_Name,First_Name,Position,Base_Salary,Guaranteed_Compensation
2013,9/15/2013,NY,NYRB,Christianson,Ian,M,46500,46500
2013,9/15/2013,NY,NYRB,Espindola,Fabian,F,150000,150000
2013,9/15/2013,NY,NYRB,Hartman,Kevin,GK,46500,54000
2013,9/15/2013,NY,NYRB,Henry,Thierry,F,3750000,4350000
2013,9/15/2013,NY,NYRB,Holgersson,Markus,D,199500,199500
2013,9/15/2013,NY,NYRB,Kimura,Kosuke,D,100000,100000
2013,9/15/2013,NY,NYRB,Lade,Connor,D,55000,59213
2013,9/15/2013,NY,NYRB,Luyindula,Peguy,F,80000,80000
2013,9/15/2013,NY,NYRB,McCarty,Dax,M,180000,222500
2013,9/15/2013,NY,NYRB,Meara,Ryan,GK,65000,66250
2013,9/15/2013,NY,NYRB,Miazga,Matt,D,60000,66250
2013,9/15/2013,NY,NYRB,Miller,Roy,M,123745,123745
2013,9/15/2013,NY,NYRB,Moreno,Amando,F,35125,35125
2013,9/15/2013,NY,NYRB,Obekop,Marius,M,35125,35125
2013,9/15/2013,NY,NYRB,Olave,Jamison,D,275000,325000
2013,9/15/2013,NY,NYRB,Pearce,Heath,D,331236,340736
2013,9/15/2013,NY,NYRB,Robles,Luis,GK,75000,77500
2013,9/15/2013,NY,NYRB,Sam,Lloyd,F,130000,130000
2013,9/15/2013,NY,NYRB,Sekagya,Ibrahim,D,130000,159000
2013,9/15/2013,NY,NYRB,Steele,Jonny,M,99996,107746
2013,9/15/2013,NY,NYRB,Wright-Phillips,Bradley,F,50000,92500
2013,9/15/2013,PHI,PHI,Albright,Chris,D,75000,75000
2013,9/15/2013,PHI,PHI,Anding,Don,F,35125,35125
2013,9/15/2013,PHI,PHI,Carroll,Brian,M,176400,176400
2013,9/15/2013,PHI,PHI,Casey,Conor,F,175000,175000
2013,9/15/2013,PHI,PHI,Cruz,Danny,M,120000,126500
2013,9/15/2013,PHI,PHI,Daniel,Keon,M,80004,82892
2013,9/15/2013,PHI,PHI,Dos Santos,Gilberto,M,60000,80000
2013,9/15/2013,PHI,PHI,Ekra,Yann,F,46500,46500
2013,9/15/2013,PHI,PHI,Fabinho,Fabinho,D,78000,82500
2013,9/15/2013,PHI,PHI,Farfan,Michael,M,98670,136170
2013,9/15/2013,PHI,PHI,Fernandes,Leo,M,35125,35125
2013,9/15/2013,PHI,PHI,Gaddis,Raymon,D,46500,46500
2013,9/15/2013,PHI,PHI,Hernandez,Cristhian,M,62500,64375
2013,9/15/2013,PHI,PHI,Hoppenot,Antoine,F,48400,48400
2013,9/15/2013,PHI,PHI,Jordan,Greg,M,46500,46500
2013,9/15/2013,PHI,PHI,Kassel,Matt,M,46500,46500
2013,9/15/2013,PHI,PHI,Kleberson,Jose,M,495000,495000
2013,9/15/2013,PHI,PHI,Lahoud,Michael,M,90000,93333
2013,9/15/2013,PHI,PHI,Le Toux,Sebastian,M,200000,212813
2013,9/15/2013,PHI,PHI,MacMath,Zac,GK,110000,155000
2013,9/15/2013,PHI,PHI,McInerney,Jack,F,125500,189667
2013,9/15/2013,PHI,PHI,McLaughlin,James,M,60000,69000
2013,9/15/2013,PHI,PHI,Nikolov,Oka,GK,46500,46500
2013,9/15/2013,PHI,PHI,Okugo,Amobi,M,101250,184250
2013,9/15/2013,PHI,PHI,Parke,Jeff,D,205000,216500
2013,9/15/2013,PHI,PHI,Pfeffer,Zach,M,65000,75000
2013,9/15/2013,PHI,PHI,Torres,Roger,M,121968,125093
2013,9/15/2013,PHI,PHI,Valdes,Carlos,D,321000,321000
2013,9/15/2013,PHI,PHI,Wheeler,Aaron,F,46500,46500
2013,9/15/2013,PHI,PHI,Williams,Sheanon,F,105000,110500
2013,9/15/2013,POOL,NA,Herrick,Doug,GK,35125,35125
2013,9/15/2013,POOL,NA,Stuver,Brad,GK,35125,35125
2013,9/15/2013,POR,POR,Alhassan,Kalif,M,80000,89250
2013,9/15/2013,POR,POR,Chara,Diego,M,200004,243754
2013,9/15/2013,POR,POR,Danso,Mamadou,D,83000,83000
2013,9/15/2013,POR,POR,Evans,Steven,M,46500,46500
2013,9/15/2013,POR,POR,Gleeson,Jake,GK,60000,63264
2013,9/15/2013,POR,POR,Harrington,Michael,M/D,140000,166833
2013,9/15/2013,POR,POR,Horst,David,D,70000,70000
2013,9/15/2013,POR,POR,Jean-Baptiste,Andrew,D,65000,80000
2013,9/15/2013,POR,POR,Jewsbury,Jack,D,185000,194750
2013,9/15/2013,POR,POR,Johnson,Will,F,243750,243750
2013,9/15/2013,POR,POR,Johnson,Ryan,M,144704,144704
2013,9/15/2013,POR,POR,Kah Pa,Modou,D,64000,69000
2013,9/15/2013,POR,POR,Kocic,Milos,GK,49612,49612
2013,9/15/2013,POR,POR,McKenzie,Rauwshan,D,46500,46500
2013,9/15/2013,POR,POR,Miller,Ryan,D,60000,65000
2013,9/15/2013,POR,POR,Nagbe,Darlington,M/F,130000,266000
2013,9/15/2013,POR,POR,Nanchoff,Michael,M,46500,46500
2013,9/15/2013,POR,POR,Piquionne,Frederic,F,142000,150000
2013,9/15/2013,POR,POR,Powell,Alvas,D,35400,35400
2013,9/15/2013,POR,POR,Richards,Brent,F,65625,73992
2013,9/15/2013,POR,POR,Ricketts,Donovan,GK,275000,300000
2013,9/15/2013,POR,POR,Rincon,Sebastian,F,46500,46500
2013,9/15/2013,POR,POR,Ring,Brad,M,46500,46500
2013,9/15/2013,POR,POR,Silvestre,Mikael,D,180000,186667
2013,9/15/2013,POR,POR,Tucker-Gangnes,Dylan,D,35125,35125
2013,9/15/2013,POR,POR,Urruti,Maximiliano,F,200000,200000
2013,9/15/2013,POR,POR,Valencia Jose,Adolfo,F,50000,65000
2013,9/15/2013,POR,POR,Valeri,Diego,M,400000,400000
2013,9/15/2013,POR,POR,Wallace,Rodney,M/D,125000,150000
2013,9/15/2013,POR,POR,Zemanski,Ben,M,73500,76000
2013,9/15/2013,POR,POR,Zizzo,Sal,F,76781,85988
2013,9/15/2013,RSL,RSL,Alvarez,Yordany,M,46500,46500
2013,9/15/2013,RSL,RSL,Attinella,Jeff,GK,46500,46500
2013,9/15/2013,RSL,RSL,Balchan,Rich,D,35125,35125
2013,9/15/2013,RSL,RSL,Beckerman,Kyle,M,300000,328750
2013,9/15/2013,RSL,RSL,Beltran,Anthony,D,166800,166800
2013,9/15/2013,RSL,RSL,Borchers,Nat,D,200004,211973
2013,9/15/2013,RSL,RSL,Fernandez,Eduardo,GK,35125,35125
2013,9/15/2013,RSL,RSL,Findley,Robbie,F,175000,205500
2013,9/15/2013,RSL,RSL,Garcia,Olmes,F,120000,120000
2013,9/15/2013,RSL,RSL,Gil,Luis,M,118750,213833
2013,9/15/2013,RSL,RSL,Grabavoy,Ned,M,155000,161667
2013,9/15/2013,RSL,RSL,Grossman,Cole,M,46500,46500
2013,9/15/2013,RSL,RSL,Lopez,Benjamin,F,35125,37730
2013,9/15/2013,RSL,RSL,Mansally,Kenny,F,50000,57000
2013,9/15/2013,RSL,RSL,Martinez,Enzo,M,71500,97500
2013,9/15/2013,RSL,RSL,Maund,Aaron,D,35125,43458
2013,9/15/2013,RSL,RSL,McDonald,Brandon,M,235000,273250
2013,9/15/2013,RSL,RSL,Morales,Javier,M,300000,300000
2013,9/15/2013,RSL,RSL,Palmer,Lovel,M,67000,71500
2013,9/15/2013,RSL,RSL,Plata,Joao,F,60000,60000
2013,9/15/2013,RSL,RSL,Rimando,Nick,GK,200000,210833
2013,9/15/2013,RSL,RSL,Saborio,Alvaro,F,360000,453333
2013,9/15/2013,RSL,RSL,Salcedo,Carlos,D,35125,35125
2013,9/15/2013,RSL,RSL,Sandoval,Devon,F,35125,35125
2013,9/15/2013,RSL,RSL,Saunders,Josh,GK,90000,95250
2013,9/15/2013,RSL,RSL,Schuler,Chris,D,100000,117000
2013,9/15/2013,RSL,RSL,Stephenson,Khari,M,77500,81958
2013,9/15/2013,RSL,RSL,Stertzer,John,M,46500,75250
2013,9/15/2013,RSL,RSL,Velasquez,Sebastian,M,46500,46500
2013,9/15/2013,RSL,RSL,Watson-Siriboe,Kwame,D,53240,53240
2013,9/15/2013,RSL,RSL,Wingert,Chris,D,160598,167598
2013,9/15/2013,SEA,SEA,Alonso,Osvaldo,M,210000,210000
2013,9/15/2013,SEA,SEA,Bates,Will,F,35125,35125
2013,9/15/2013,SEA,SEA,Burch,Marc,D,75000,75000
2013,9/15/2013,SEA,SEA,Caskey,Alex,M,46500,46500
2013,9/15/2013,SEA,SEA,Dempsey,Clint,F,4913004,5038567
2013,9/15/2013,SEA,SEA,Estrada,David,F,48400,48400
2013,9/15/2013,SEA,SEA,Evans,Brad,F,167296,181046
2013,9/15/2013,SEA,SEA,Ford,Josh,GK,46500,46500
2013,9/15/2013,SEA,SEA,Gavin,Blair,M,35125,35125
2013,9/15/2013,SEA,SEA,Gonzalez,Leonardo,D,135000,135000
2013,9/15/2013,SEA,SEA,Gspurning,Michael,GK,210000,285000
2013,9/15/2013,SEA,SEA,Hahnemann,Marcus,GK,60000,60000
2013,9/15/2013,SEA,SEA,Hurtado Jhon,Kennedy,D,190000,190000
2013,9/15/2013,SEA,SEA,Ianni,Patrick,D,150000,150000
2013,9/15/2013,SEA,SEA,Johnson,Eddie,F,150000,156333
2013,9/15/2013,SEA,SEA,Joseph,Shalrie,M,60000,105500
2013,9/15/2013,SEA,SEA,Lund,Philip,M,35125,35125
2013,9/15/2013,SEA,SEA,Martins,Obafemi,F,1600000,1725000
2013,9/15/2013,SEA,SEA,Moffat,Adam,M,150000,161608
2013,9/15/2013,SEA,SEA,Montero,Fredy,F,700000,856000
2013,9/15/2013,SEA,SEA,Neagle,Lamar,M,48400,48400
2013,9/15/2013,SEA,SEA,Remick,Dylan,D,35125,35125
2013,9/15/2013,SEA,SEA,Rosales,Mauro,M,200000,225000
2013,9/15/2013,SEA,SEA,Rose,Andy,M,46500,46500
2013,9/15/2013,SEA,SEA,Scott,Zach,D,50000,50000
2013,9/15/2013,SEA,SEA,Traore,Djimi,D,120000,120000
2013,9/15/2013,SEA,SEA,Yedlin,DeAndre,D,50000,53500
2013,9/15/2013,SEA,SEA,Zakuani,Steve,F,135000,233000
2013,9/15/2013,SEA,SEA,Zavaleta,Eriq,F,65000,95600
2013,9/15/2013,SJ,SJ,Alas,Jaime,M,90000,91250
2013,9/15/2013,SJ,SJ,Attakora,Nana,D,61665,61665
2013,9/15/2013,SJ,SJ,Baca,Rafael,M,49500,49500
2013,9/15/2013,SJ,SJ,Ballouchy,Mehdi,M,152006,152006
2013,9/15/2013,SJ,SJ,Beitashour,Steven,D,49613,49613
2013,9/15/2013,SJ,SJ,Bernardez,Victor,D,100008,100008
2013,9/15/2013,SJ,SJ,Bingham,David,GK,78100,122475
2013,9/15/2013,SJ,SJ,Busch,Jon,GK,165000,176333
2013,9/15/2013,SJ,SJ,Cato,Cordell,F,48000,48000
2013,9/15/2013,SJ,SJ,Chavez,Marvin,M,175000,175000
2013,9/15/2013,SJ,SJ,Corrales,Ramiro,M,60000,60000
2013,9/15/2013,SJ,SJ,Cronin,Sam,M,175000,177500
2013,9/15/2013,SJ,SJ,Fucito,Michael,M/F,55000,57890
2013,9/15/2013,SJ,SJ,Gargan,Daniel,M,88000,88000
2013,9/15/2013,SJ,SJ,Garza,Sam,M,71500,98000
2013,9/15/2013,SJ,SJ,Goodson,Clarence,D,315000,342000
2013,9/15/2013,SJ,SJ,Gordon,Alan,F,175000,196667
2013,9/15/2013,SJ,SJ,Harden,Ty,D,65000,68415
2013,9/15/2013,SJ,SJ,Hernandez,Jason,D,205000,208333
2013,9/15/2013,SJ,SJ,Jahn,Adam,F,35125,35125
2013,9/15/2013,SJ,SJ,Lenhart,Steven,F,210000,217500
2013,9/15/2013,SJ,SJ,Martinez,Walter,M/F,90000,90000
2013,9/15/2013,SJ,SJ,McGlynn,Peter,D,35125,35125
2013,9/15/2013,SJ,SJ,Morrow,Justin,D,130000,139563
2013,9/15/2013,SJ,SJ,Muller,Tommy,D,35125,35125
2013,9/15/2013,SJ,SJ,Newton,Evan,GK,46500,46500
2013,9/15/2013,SJ,SJ,Salinas,Shea,M,93975,100219
2013,9/15/2013,SJ,SJ,Stewart,Jordan,M/D,108000,108000
2013,9/15/2013,SJ,SJ,Tracy,Marcus,F,46500,46500
2013,9/15/2013,SJ,SJ,Wondolowski,Chris,M,550000,600000
2013,9/15/2013,TOR,TFC,Agbossoumonde,Gale,D,46500,53167
2013,9/15/2013,TOR,TFC,Aparicio,Manuel,M,35125,35125
2013,9/15/2013,TOR,TFC,Bekker,Kyle,M,46500,72750
2013,9/15/2013,TOR,TFC,Bendik,Joe,GK,46500,46500
2013,9/15/2013,TOR,TFC,Bloom,Mark,D,46500,46500
2013,9/15/2013,TOR,TFC,Braun,Justin,F,112200,114700
2013,9/15/2013,TOR,TFC,Caldwell,Steven,D,80000,90000
2013,9/15/2013,TOR,TFC,Convey,Bobby,M,200000,215000
2013,9/15/2013,TOR,TFC,Dike,Bright,F,57750,60688
2013,9/15/2013,TOR,TFC,Earnshaw,Robert,F,138000,155150
2013,9/15/2013,TOR,TFC,Eckersley,Richard,D,210000,310000
2013,9/15/2013,TOR,TFC,Elmer,Jonas,D,125000,131488
2013,9/15/2013,TOR,TFC,Frei,Stefan,GK,145000,200000
2013,9/15/2013,TOR,TFC,Hall,Jeremy,D,80000,90000
2013,9/15/2013,TOR,TFC,Henry,Doneil,D,50000,62083
2013,9/15/2013,TOR,TFC,Koevermans,Danny,F,1250000,1663323
2013,9/15/2013,TOR,TFC,Konopka,Chris,GK,46500,46500
2013,9/15/2013,TOR,TFC,Laba,Matias,M,200000,200000
2013,9/15/2013,TOR,TFC,Lambe,Reggie,M,67500,70000
2013,9/15/2013,TOR,TFC,Morgan,Ashtone,D,60000,72000
2013,9/15/2013,TOR,TFC,Osorio,Jonathan,M,46500,46500
2013,9/15/2013,TOR,TFC,Rey,Alvaro,F,180000,204450
2013,9/15/2013,TOR,TFC,Richter,Ryan,F,35125,35125
2013,9/15/2013,TOR,TFC,Roberts,Quillan,GK,46500,46500
2013,9/15/2013,TOR,TFC,Russell,Darel,M,100000,109875
2013,9/15/2013,TOR,TFC,Thomas,Michael,M,57750,60713
2013,9/15/2013,TOR,TFC,Welshman,Emery,F,46500,46500
2013,9/15/2013,TOR,TFC,Wiedeman,Andrew,F,55000,65000
2013,9/15/2013,VAN,VAN,Abdallah,Aminu,M,46500,46500
2013,9/15/2013,VAN,VAN,Adekugbe,Samuel,D,46500,51500
2013,9/15/2013,VAN,VAN,Alderson,Bryce,M,65000,80000
2013,9/15/2013,VAN,VAN,Cannon,Joe,GK,180500,189917
2013,9/15/2013,VAN,VAN,Clarke,Caleb,F,46500,46500
2013,9/15/2013,VAN,VAN,Davidson Jun,Marques,M,74250,78020
2013,9/15/2013,VAN,VAN,DeMerit,Jay,D,325000,375000
2013,9/15/2013,VAN,VAN,Harvey,Jordan,D,112500,112500
2013,9/15/2013,VAN,VAN,Heinemann,Tommy,F,51975,51975
2013,9/15/2013,VAN,VAN,Hertzog,Corey,F,50004,60671
2013,9/15/2013,VAN,VAN,Hurtado,Erik,F/M,46500,81500
2013,9/15/2013,VAN,VAN,Klazura,Greg,D,46500,46500
2013,9/15/2013,VAN,VAN,Knighton,Brad,GK,66000,68600
2013,9/15/2013,VAN,VAN,Kobayashi,Daigo,M,225000,238833
2013,9/15/2013,VAN,VAN,Koffie,Gershon,M,165000,176000
2013,9/15/2013,VAN,VAN,Leveron,Johnny,D,60000,71188
2013,9/15/2013,VAN,VAN,Manneh,Kekuta,F,55000,84500
2013,9/15/2013,VAN,VAN,Mattocks,Darren,F,120000,212000
2013,9/15/2013,VAN,VAN,Miller,Kenny,F,1114992,1124992
2013,9/15/2013,VAN,VAN,Mitchell,Carlyle,D,46500,46500
2013,9/15/2013,VAN,VAN,O'Brien,Andy,D,200012,230012
2013,9/15/2013,VAN,VAN,Ousted,David,GK,150000,166156
2013,9/15/2013,VAN,VAN,Reo-Coker,Nigel,D/M,200000,237363
2013,9/15/2013,VAN,VAN,Rusin,Brad,D,120000,120000
2013,9/15/2013,VAN,VAN,Salgado,Omar,F,95000,136869
2013,9/15/2013,VAN,VAN,Sanvezzo,Camilo,F,210000,247500
2013,9/15/2013,VAN,VAN,Teibert,Russell,M,60000,65600
2013,9/15/2013,VAN,VAN,Thomas,Simon,GK,35125,35125
2013,9/15/2013,VAN,VAN,Watson,Matt,M,68250,79252
2013,9/15/2013,VAN,VAN,Young-Pyo,Lee,D,196900,231100
2012,10/1/2012,CHI,CHI,Alex,,M,96000,105950
2012,10/1/2012,CHI,CHI,Anibaba,Jalil,D,65450,105450
2012,10/1/2012,CHI,CHI,Barouch,Orr,F,44000,44000
2012,10/1/2012,CHI,CHI,Berry,Austin,D,44000,59000
2012,10/1/2012,CHI,CHI,Bone,Corben,M,100000,161200
2012,10/1/2012,CHI,CHI,Fernandez,Alvaro,M,300000,366667
2012,10/1/2012,CHI,CHI,Franco,Guillermo,F,174000,174000
2012,10/1/2012,CHI,CHI,Friedrich,Arne,D,175000,230833
2012,10/1/2012,CHI,CHI,Gargan,Daniel,M,88000,88000
2012,10/1/2012,CHI,CHI,Gibbs,Cory,D,165000,165000
2012,10/1/2012,CHI,CHI,Grazzini,Sebastian,M,50400,50400
2012,10/1/2012,CHI,CHI,Gulley,Kellen,F,55000,69000
2012,10/1/2012,CHI,CHI,Johnson,Sean,GK,90000,123000
2012,10/1/2012,CHI,CHI,Jumper,Hunter,D,33750,33750
2012,10/1/2012,CHI,CHI,Kinney,Steven,D,44100,44100
2012,10/1/2012,CHI,CHI,MacDonald,Sherjill,F,360000,487125
2012,10/1/2012,CHI,CHI,Nolly,Jay,GK,78250,78250
2012,10/1/2012,CHI,CHI,Nyarko,Patrick,F,200000,219500
2012,10/1/2012,CHI,CHI,Oduro,Dominic,F,106880,108880
2012,10/1/2012,CHI,CHI,Paladini,Daniel,M,82500,86978
2012,10/1/2012,CHI,CHI,Pardo,Pavel,M,250000,250000
2012,10/1/2012,CHI,CHI,Pause,Logan,M,170000,187833
2012,10/1/2012,CHI,CHI,Pineda,Victor,M,44100,50842
2012,10/1/2012,CHI,CHI,Puppo,Federico,F,100000,100000
2012,10/1/2012,CHI,CHI,Robayo,Rafael,M,100000,132500
2012,10/1/2012,CHI,CHI,Rolfe,Chris,F,174996,198329
2012,10/1/2012,CHI,CHI,Segares,Gonzalo,D,210000,217750
2012,10/1/2012,CHI,CHI,Thompson,Wells,M,87188,95313
2012,10/1/2012,CHI,CHI,Tornaghi,Paolo,GK,33750,33750
2012,10/1/2012,CHI,CHI,Videira,Michael,M,44100,44725
2012,10/1/2012,CHI,CHI,Walls,Tony,M,33750,33750
2012,10/1/2012,CHV,CHV,Agudelo,Juan,F,70000,100000
2012,10/1/2012,CHV,CHV,Angel Juan,Pablo,F,350000,600000
2012,10/1/2012,CHV,CHV,Bolanos,Miller,M,48000,48000
2012,10/1/2012,CHV,CHV,Bowen,Tristan,F,100000,131364
2012,10/1/2012,CHV,CHV,Burling,Bobby,D,48000,51333
2012,10/1/2012,CHV,CHV,Califf,Danny,D,275000,275000
2012,10/1/2012,CHV,CHV,Cardozo,Paolo,M,70000,81250
2012,10/1/2012,CHV,CHV,Correa Jose,Erik,F,48000,48000
2012,10/1/2012,CHV,CHV,Courtois,Laurent,M,120000,120000
2012,10/1/2012,CHV,CHV,Delgado,Marco,M,44000,46500
2012,10/1/2012,CHV,CHV,Iraheta,Marvin,M,33750,33750
2012,10/1/2012,CHV,CHV,Jazic,Ante,D,117500,117500
2012,10/1/2012,CHV,CHV,Joseph,Shalrie,M,495000,554333
2012,10/1/2012,CHV,CHV,Kennedy,Dan,GK,175000,175000
2012,10/1/2012,CHV,CHV,LaBrocca,Nick,M,95288,97788
2012,10/1/2012,CHV,CHV,McKenzie,Rauwshan,D,44000,44000
2012,10/1/2012,CHV,CHV,McLain,Patrick,GK,33750,33750
2012,10/1/2012,CHV,CHV,Melia,Tim,GK,44000,44000
2012,10/1/2012,CHV,CHV,Minda,Oswaldo,M,50000,68750
2012,10/1/2012,CHV,CHV,Moreno,Alejandro,F,185000,195000
2012,10/1/2012,CHV,CHV,Riley,James,D,120000,125750
2012,10/1/2012,CHV,CHV,Romero,Cesar,F,33750,33750
2012,10/1/2012,CHV,CHV,Smith,Ryan,M/F,160000,205667
2012,10/1/2012,CHV,CHV,Townsend,Casey,F,44000,79000
2012,10/1/2012,CHV,CHV,Vagenas,Peter,M,70000,85000
2012,10/1/2012,CHV,CHV,Valencia,John,D,50000,50000
2012,10/1/2012,CHV,CHV,Villafana,Jorge,F,66000,67667
2012,10/1/2012,CHV,CHV,Zemanski,Ben,M,57690,60190
2012,10/1/2012,CLB,CLB,Anor,Bernardo,M,44100,44100
2012,10/1/2012,CLB,CLB,Arrieta,Jairo,F,216000,225375
2012,10/1/2012,CLB,CLB,Balchan,Rich,D,51700,68575
2012,10/1/2012,CLB,CLB,Birchall,Chris,M,102000,109000
2012,10/1/2012,CLB,CLB,Duka,Dilaver,M,110000,243000
2012,10/1/2012,CLB,CLB,Finlay,Ethan,F,44000,59000
2012,10/1/2012,CLB,CLB,Gaven,Eddie,M/F,190000,195000
2012,10/1/2012,CLB,CLB,Gehrig,Eric,M,44000,44000
2012,10/1/2012,CLB,CLB,George,Kevan,M,33750,33750
2012,10/1/2012,CLB,CLB,Grossman,Cole,M,44100,44100
2012,10/1/2012,CLB,CLB,Gruenebaum,Andy,GK,77000,78667
2012,10/1/2012,CLB,CLB,Heinemann,Tommy,F,47250,47250
2012,10/1/2012,CLB,CLB,Hesmer,William,GK,170000,181000
2012,10/1/2012,CLB,CLB,Higuain,Federico,M/F,160000,324000
2012,10/1/2012,CLB,CLB,Horton,Aaron,F,55000,70500
2012,10/1/2012,CLB,CLB,James,Julius,D,100000,100000
2012,10/1/2012,CLB,CLB,Lampson,Matt,GK,44000,44000
2012,10/1/2012,CLB,CLB,Marshall,Chad,D,310000,341250
2012,10/1/2012,CLB,CLB,Mendes,Carlos,D,103084,106209
2012,10/1/2012,CLB,CLB,Meram,Justin,F,46200,70575
2012,10/1/2012,CLB,CLB,Miranda,Sebastian,D,135000,140000
2012,10/1/2012,CLB,CLB,Mirosevic,Milovan,M/F,200000,223333
2012,10/1/2012,CLB,CLB,O'Rourke,Danny,D,133100,145600
2012,10/1/2012,CLB,CLB,Renteria,Emilio,F,132000,133875
2012,10/1/2012,CLB,CLB,Schoenfeld,Aaron,F,33750,33750
2012,10/1/2012,CLB,CLB,Speas,Ben,F,58000,58000
2012,10/1/2012,CLB,CLB,Tchani,Tony,M,105000,209000
2012,10/1/2012,CLB,CLB,Vargas,Olman,F,170000,175000
2012,10/1/2012,CLB,CLB,Vukovich,Nemanja,D,108000,125500
2012,10/1/2012,CLB,CLB,Williams,Josh,D,44100,44100
2012,10/1/2012,COL,COL,Akpan,Andre,F,57200,57200
2012,10/1/2012,COL,COL,Armstrong,David,M,44100,53564
2012,10/1/2012,COL,COL,Cascio,Tony,M,44000,77750
2012,10/1/2012,COL,COL,Casey,Conor,F,400000,400000
2012,10/1/2012,COL,COL,Castrillon,Jaime,M,50000,68375
2012,10/1/2012,COL,COL,Ceus,Steward,GK,44100,44100
2012,10/1/2012,COL,COL,Cummings,Omar,F,82000,96000
2012,10/1/2012,COL,COL,Freeman,Hunter,D,105000,110793
2012,10/1/2012,COL,COL,Hill,Kamani,M,44004,44004
2012,10/1/2012,COL,COL,Joyce,Ian,GK,44004,44004
2012,10/1/2012,COL,COL,Klute,Chris,D,33750,33750
2012,10/1/2012,COL,COL,Larentowicz,Jeff,D,200000,206000
2012,10/1/2012,COL,COL,Marshall,Tyrone,D,90000,93250
2012,10/1/2012,COL,COL,Mastroeni,Pablo,M/D,240000,245000
2012,10/1/2012,COL,COL,Moor,Drew,D,200004,212004
2012,10/1/2012,COL,COL,Mullan,Brian,M,152000,160335
2012,10/1/2012,COL,COL,Nane,Joseph,M,44100,44100
2012,10/1/2012,COL,COL,O'Neill,Shane,M,44004,55504
2012,10/1/2012,COL,COL,Palguta,Scott,D,63670,63670
2012,10/1/2012,COL,COL,Pickens,Matt,GK,178538,181038
2012,10/1/2012,COL,COL,Rivero,Martin,M,50004,50004
2012,10/1/2012,COL,COL,Schmidt Luis,Eduardo,M/F,120000,139458
2012,10/1/2012,COL,COL,Smith,Jamie,M,148992,158992
2012,10/1/2012,COL,COL,Thomas,Hendry,M,187800,197800
2012,10/1/2012,COL,COL,Wahl,Tyson,D,65000,86087
2012,10/1/2012,COL,COL,Wallace,Anthony,D/M,63394,63394
2012,10/1/2012,COL,COL,Wynne,Marvell,D,250000,326667
2012,10/1/2012,COL,COL,Zapata,Luis,D,65460,69043
2012,10/1/2012,DAL,FCD,Benitez,Jair,D,80000,80000
2012,10/1/2012,DAL,FCD,Castillo,Fabian,F,50000,56250
2012,10/1/2012,DAL,FCD,de Guzman,Julian,M,1863996,1910746
2012,10/1/2012,DAL,FCD,Ferreira,David,M/F,600000,705000
2012,10/1/2012,DAL,FCD,Goncalves,Jackson,D,120000,141375
2012,10/1/2012,DAL,FCD,Guarda,Bruno,M,60000,75000
2012,10/1/2012,DAL,FCD,Hartman,Kevin,GK,165000,185000
2012,10/1/2012,DAL,FCD,Hedges,Matt,D,44000,59000
2012,10/1/2012,DAL,FCD,Hernandez,Moises,D,33756,35381
2012,10/1/2012,DAL,FCD,Hernandez,Daniel,M/D,75000,75000
2012,10/1/2012,DAL,FCD,Ihemelu,Ugo,D,190000,190000
2012,10/1/2012,DAL,FCD,Jacobson,Andrew,M,87500,100000
2012,10/1/2012,DAL,FCD,Jara,Matias,F,60000,60000
2012,10/1/2012,DAL,FCD,John,George,D,47250,47250
2012,10/1/2012,DAL,FCD,Lee,Alex,D,33756,33756
2012,10/1/2012,DAL,FCD,Leyva,Bryan,M,60000,75833
2012,10/1/2012,DAL,FCD,Loyd,Zach,M,73975,118600
2012,10/1/2012,DAL,FCD,Luna,Ruben,F,60000,84792
2012,10/1/2012,DAL,FCD,Marcelin,James,M,44000,44000
2012,10/1/2012,DAL,FCD,Perez,Blas,F,285000,309250
2012,10/1/2012,DAL,FCD,Pertuz,Hernan,D,84000,84000
2012,10/1/2012,DAL,FCD,Rodriguez,Carlos,D,55008,64383
2012,10/1/2012,DAL,FCD,Sanchez,Richard,GK,44000,45000
2012,10/1/2012,DAL,FCD,Sealy,Scott,F,50004,50004
2012,10/1/2012,DAL,FCD,Seitz,Chris,GK,75000,75000
2012,10/1/2012,DAL,FCD,Shea,Brek,M/D,310000,354000
2012,10/1/2012,DAL,FCD,Top,Jonathan,F,44100,44100
2012,10/1/2012,DAL,FCD,Ulloa,Victor,M,44000,46500
2012,10/1/2012,DAL,FCD,Villar,Ricardo,M,80004,80004
2012,10/1/2012,DAL,FCD,Warshaw,Bobby,D,46200,57450
2012,10/1/2012,DC,DC,Augusto,Raphael,M,44004,44004
2012,10/1/2012,DC,DC,Boskovic,Branko,M,195240,242340
2012,10/1/2012,DC,DC,Chabala,Michael,M,75000,83333
2012,10/1/2012,DC,DC,Deleon,Nick,M,44000,79000
2012,10/1/2012,DC,DC,DeRosario,Dwayne,M,617857,663191
2012,10/1/2012,DC,DC,Dudar,Emiliano,D,225000,238333
2012,10/1/2012,DC,DC,Dykstra,Andrew,GK,44004,44004
2012,10/1/2012,DC,DC,Hamid,Bill,GK,70000,84750
2012,10/1/2012,DC,DC,Jakovic,Dejan,D,208000,228043
2012,10/1/2012,DC,DC,King,Stephen,M,65000,67500
2012,10/1/2012,DC,DC,Kitchen,Perry,D,85500,170950
2012,10/1/2012,DC,DC,Korb,Chris,D,44100,44100
